ID;FullName;global_id;AdmArea;District;Address;LegalAddress;ContactPhone;Fax;Email;WebSite;Categorization;CertificateNumber;CertificateIssueDate;NumberInFederalList;CertificateValidity;NameOfAccreditedOrganization;geodata_center;geoarea
404;"Гостиница ""Мини-отель Чистопрудный""";662106383;Центральный административный округ;Басманный район;Чаплыгина улица, дом 6;105568, город Москва, улица Челябинская, дом 13, квартира 76;"PublicPhone:(967) 013-00-47

PublicPhone:(800) 505-40-25

";;booking@1arbat-hotel.ru;www.1arbat-hotel.ru/;;;;;;;0101000000ABAE433525D342400229B16B7BE14B40;
405;Гостиничный комплекс «ОРАНДЖ ХАУС»;662207806;Южный административный округ;Донской район;Севастопольский проспект, дом 7, корпус 8;Севастопольский проспект, дом 7, корпус 8;"PublicPhone:(495) 532-41-01

";(495) 532-41-01;orangehousehotel@gmail.com ;orangehousehotel.ru/;;;;;;;0101000000D787F546ADCE4240C921E2E654D84B40;
406;Гостевой комплекс и хостел «Останкино» АО «Гостиница «Останкино»;662207807;Северо-Восточный административный округ;район Марфино;Ботаническая улица, дом 29;127276, город  Москва, улица Ботаническая, дом 29;"PublicPhone:(495) 647-62-75

";(495) 647-62-75;info@ostankino-hotel.ru;www.ostankino-hotel.ru;;;;;;;0101000000BF1072DEFFCB424053AF5B04C6EA4B40;
407;Гостиница «Алтай» корпус 7 АО «Гостиница «Алтай»;662207809;Северо-Восточный административный округ;район Марфино;Ботаническая улица, дом 41;127106, город Москва, улица Ботаническая, дом 41;"PublicPhone:(495) 221-81-86

";(495) 221-81-83;"booking@altay-hotel.ru; altaybook@gmail.com";www.altay-hotel.ru;;;;;;;0101000000C39D0B23BDCA4240A67F492A53EC4B40;
408;Гостиница «Джаз Отель»;662207811;Южный административный округ;район Нагатино-Садовники;Старокаширское шоссе, дом 2, корпус 4;;"PublicPhone:(499) 613-80-08

";(499) 613-80-08;info@jazzhotel.ru;www.jazzhotel.ru;;;;;;;0101000000892650C422D042404DF910548DD44B40;
409;"Гостиница ""Мастер-отель Дмитровская";662207812;Северный административный округ;Савёловский район;Бутырская  улица, дом 97, корпус 6;Бутырская  улица, дом 97, корпус 6;"PublicPhone:(495) 150-06-76

";;bron@master-hotel.ru;www.h-dmitrovskaya.ru/;;;;;;;0101000000A51133FB3CCA4240C25087156EE74B40;
410;"Гостиница ""Минима Водный""";662207813;Северный административный округ;Войковский район;Головинское шоссе, дом 8, корпус 2а;125130, город Москва, Головинское шоссе, дом 8, корпус 2а, офис 78;"PublicPhone:(495) 777-07-88

";;vodny@minima-hotels.ru;vodny.minima-hotels.ru/;;;;;;;01010000005C1E6B4606BF4240ADDBA0F65BEB4B40;
411;"Гостиница ""Минима Аэропорт""";662207814;Северный административный округ;район Аэропорт;Часовая улица, дом 11;127083, город Москва, улица Верхняя Масловка, дом 27, корпус 1;"PublicPhone:(495) 777-07-88

";;aeroport@minima-hotels.ru;aeroport.minima-hotels.ru/;;;;;;;0101000000BE2EC37FBAC34240A0E238F06AE74B40;
412;"Хостел ГУП ""Мосгортранс"" ";662207815;Восточный административный округ;район Восточное Измайлово;16-я Парковая улица, дом 18;115035, город Москва, Раушская набережная. Дом 22/21, строение 1;"PublicPhone:(499) 463-16-81

";(499) 463-16-81;rvi_193@mail.ru;;;;;;;;0101000000548D5E0D50EA42407FF5B86FB5E64B40;
413;"Гостиница ""Южный Порт""";662207819;Восточный административный округ;Южнопортовый район;2-й Южнопортовый проезд,  дом5, корпус 1;119192, город Москва, Мичуринский проспект, дом 8, квартира 540;"PublicPhone:(495) 123-65-27

";; info@uporthotel.ru;uporthotel.ru/ru/;;;;;;;0101000000239F573CF5D642406D7022FAB5D94B40;
414;"Гостиница ""ПОГОСТИ.ру""";662207820;Северный административный округ;Хорошёвский район;Ленинградский проспект, дом 47, строение 2 ;;"PublicPhone:(495) 788-90-90

";(495) 788-90-90;booking@pogosti.ru ;pogosti.ru;;;;;;;01010000007EFD101B2CC44240A7B393C151E64B40;
415;Мистер Жулебин Отель;662207822;Юго-Восточный административный округ;район Выхино-Жулебино;Привольная улица, дом 2, строение 1;;"PublicPhone:(495) 705-37-94

PublicPhone:(926) 033-64-70

";;info@zhulebin-hotel.ru;zhulebin-hotel.ru/;;;;;;;0101000000FD4D2844C0EB424014AFB2B629DA4B40;
416;"Хостел ""Шоколад""";662207829;Центральный административный округ;Тверской район;Дегтярный переулок, дом 15, строение 1, квартира 19;;"PublicPhone:(910) 404-64-36

";(495) 951-53-53;hostel.3penguins@yandex.ru ;www.chocohostel.ru;;;;550003720;;;0101000000257497C459CD4240C6BFCFB870E24B40;
417;"Гостиница ""Хостел""";662207831;Южный административный округ;Даниловский район;Кожевническая улица, дом 20А;119002, город Москва, переулок Глазовский, дом 1/1;"PublicPhone:(915) 172-70-86

";(915) 172-70-86;1727086@bk.ru;;;;;;;;010100000049B9FB1C1FD342400F46EC1340DD4B40;
419;"Средство размещения ""ХОСТЕЛ ЭРЭЛ""";662207835;Южный административный округ;район Чертаново Центральное;Чертановская  улица, дом 45а, корпус 1;117570, город Москва, улица Чертановская, дом 45а, корпус 1;"PublicPhone:(495) 389-01-44

PublicPhone:(916) 729-65-39

";(495) 389-01-44;hostel@erel.su;erel.su/;;;;;;;01010000009D7FBBECD7CB424054AC1A84B9CD4B40;
420;"Хостел ""Ромашка"" ООО ""Ромашка""";662207837;Юго-Восточный административный округ;район Лефортово;4-я Кабельная улица, дом 2, строение 1;111024, город Москва, улица 4-я Кабельная, дом 2, строение 1;"PublicPhone:(985) 000-10-16

";;hostel.rom@yandex.ru;www.rom-room.ru/;без звезд;550003961;;550003961;28.10.2021;"ООО ""Центр сертификации, классификации и контроля качества"" ";0101000000D908C4EBFADB4240E10D6954E0DE4B40;
421;"Хостел ""Каретный двор"" Индивидуального предпринимателя Потановой Татьяны Вячеславовны";662207839;Центральный административный округ;Тверской район;Малый Каретный переулок, дом 5, квартира 6;125051, город Москва, переулок Малый Каретный, дом 5, квартира 6;"PublicPhone:(916) 009-14-23

";;kdvorhotel@gmail.com;www.kdvorhotel.ru/ru/;;;;;;;010100000065C8B1F50CE54240FE7BF0DAA5E54B40;
422;"Гостиница ""ПОГОСТИ.ру"" Общество с ограниченной ответственностью ""КомФОРТ""";662207842;Северо-Восточный административный округ;район Отрадное;Алтуфьевское шоссе, дом 28;127562, город Москва, Алтуфьевское шоссе, дом 28;"PublicPhone:(495) 725-66-65

";(495) 249-04-03;kom-fort@mail.ru;pogosti.ru;;;;;;;0101000000AAB5300BEDCA4240A96BED7DAAEE4B40;
423;"Гостиница ""ПОГОСТИ.ру"" Общество с ограниченной ответственностью ""ПАРИТЕТ""";662207849;Южный административный округ;Даниловский район;Большая Тульская улица, дом 2, помещение III;115191, город Москва, улица Большая тульская, дом 2, момещение III;"PublicPhone:(495) 725-66-66

";(495) 249-04-03; kom-fort@mail.ru;pogosti.ru;;;;;;;01010000008D60E3FA77CF42400055DCB8C5DA4B40;
424;"Гостиница ""ПОГОСТИ.ру"" Общество с ограниченной ответственность ""ЗЕРКАЛО""";662207855;Северо-Восточный административный округ;Алексеевский район;Маломосковская улица, дом 21, корпус 1;129164, город Москва, улица Маломосковская, дом 21, корпус 1;"PublicPhone:(495) 725-66-65

";(495) 249-04-03;kom-fort@mail.ru;pogosti.ru;;;;550004040;;;010100000066D828EB37D342408A8EE4F21FE84B40;
